unique_id,metric,Naive,SeasonalNaive,AutoETS,AutoARIMA,LightGBM,NBEATS,NHITS,Chronos
hotel_7,rmse,0.21834074033842085,0.16936106174014895,0.15770596547851895,0.13987662825771033,0.20015168981839765,0.16254808220108005,0.1614276964890847,0.13914389788433543
hotel_70,bias,-0.01447368421052633,-0.052944862155388475,-0.08645781751010878,-0.038468428315819085,-0.0378086889218691,-0.06958985618668094,-0.06628938596648978,-0.04595294916689546
hotel_70,mae,0.06466165413533835,0.10983709273182955,0.09423327262166989,0.07459188250318866,0.11615748198959111,0.10554903677120842,0.09891467405889268,0.0818067098918714
hotel_70,mape,0.16453156051306186,0.264936954149954,0.21642946845878033,0.1810223939732417,0.2715144018623412,0.2405023081337297,0.22608521154085365,0.18887030880539366
hotel_70,rmse,0.08171820340463795,0.13076322360421855,0.11683966227627755,0.09190804706944052,0.13298817048688555,0.12170358963790891,0.11596894375640407,0.09784678327021029
hotel_77,bias,0.0014812955059000756,2.5106703489831838e-05,0.002760173353422884,0.0018049724344968749,nan,-0.004839607641466117,0.001360666278916655,nan
hotel_77,mae,0.0025608837559628426,0.0014812955059000754,0.005275033614770956,0.00309074424068611,nan,0.005472304760072751,0.0030254691416112893,nan
hotel_77,mape,1.671794871794872,1.0662393162393162,2.8833264228791933,1.6106567893413097,nan,3.067944430776674,1.429288848247295,nan
hotel_77,rmse,0.002917903147308702,0.0021162786967230222,0.005959729749029396,0.0035010191736333405,nan,0.006293019095709682,0.0036118808711905355,nan
hotel_84,bias,0.04819574888779042,-0.031389026198714774,-0.06113609173793251,-0.04659582385128331,-0.11502766275876986,-0.06267267410862995,-0.07560590003836704,0.005005878970225851
hotel_84,mae,0.15165595650024716,0.15748887790410282,0.14139363924469425,0.13423770580488908,0.18277491644986246,0.14172057360558007,0.15462934231911327,0.1281127934107024
hotel_84,mape,0.2564336871028981,0.22924480200462538,0.20467176432577197,0.1963893273594169,0.24380889774193118,0.19852735244809336,0.21509866969987979,0.19781731445366643
hotel_84,rmse,0.18895388835996668,0.1956486342576835,0.16933276054220708,0.15953319023665877,0.20700430939793074,0.16700580253074726,0.1800262267162413,0.1561986371252029
hotel_91,bias,0.014767255216693443,-0.02792937399678972,0.002729253473557222,-0.03072669606964438,-0.02736268493272751,-0.013308630503391188,-0.0007035739109948521,-0.01459669879791633
hotel_91,mae,0.15955056179775282,0.19357945425361156,0.1427416530406482,0.15093557377541195,0.14143711523731234,0.12827813616246703,0.1334518977908797,0.13950211597579631
hotel_91,mape,0.22878634193261127,0.25258968497667117,0.19914198761550023,0.20534054774384383,0.18966703863191453,0.17759388830971898,0.18557941890532986,0.19165223696001024
hotel_91,rmse,0.20362558271005557,0.24204553217397642,0.1740022376813499,0.17698655145800618,0.16575234461215269,0.15549928059434318,0.16402545736330043,0.16447118073564396
hotel_98,bias,0.0630184331797235,-0.00864055299539171,-0.01776256134815061,-0.022918685309188544,0.032876022053688295,-0.02777455970301606,-0.018412926363917538,-0.06094857283657597
hotel_98,mae,0.1846774193548387,0.14769585253456222,0.15439095696346547,0.11302399359000206,0.12316143837747681,0.11991738980541582,0.11952434977010098,0.11079645614538873
hotel_98,mape,1.0856597206679584,0.6983018434199327,0.7414850622154509,0.5410606666177974,0.7483802115338285,0.5484835846349981,0.5766805174856309,0.43448399873643684
hotel_98,rmse,0.2119337125674036,0.19333703524007356,0.1807178911524264,0.1439020350366276,0.15198336249987862,0.1530265867443161,0.150860018972031,0.14757403918202136
